task_id,workload,data_size,result_size,priority,deadline,type
3035,1004789365.15,3733294.48,750222.14,1,1.37,medium
3036,10165538.76,40156.29,4032.24,0,0.25,light
3037,3564151664.82,2589703.88,452830.58,1,1.09,medium
3038,45097156.15,22235.05,2313.03,1,0.27,light
3039,16827991507.76,47095241.57,13908091.07,2,1.45,heavy
3040,2787220887.06,1409432.18,293100.57,1,1.36,medium
3041,534879359.32,3303572.5,625467.67,1,1.9,medium
3042,3500445974.07,4629841.98,835256.2,2,1.47,medium
3043,2310180119.55,2279769.17,538594.08,0,0.95,medium
3044,28215560.97,31501.35,2973.85,1,0.38,light
3045,17911331321.56,11860774.76,3785286.78,1,3.48,heavy
3046,3227587572.16,4079008.23,790113.81,1,1.13,medium
3047,11612484.57,54449.36,6028.51,1,0.49,light
3048,1965069400.64,4049759.42,620839.68,2,1.46,medium
3049,71593485.62,2610.81,212.14,1,0.4,light
3050,89361210.68,15890.77,1994.69,0,0.44,light
3051,57618288.56,65794.07,7414.37,1,0.19,light
3052,25310724.73,46599.2,4932.83,1,0.22,light
3053,30206114.03,46337.46,6311.88,1,0.25,light
3054,11923310982.43,41449796.72,14286480.8,1,1.75,heavy
3055,40869959.02,16251.03,1948.22,2,0.43,light
3056,16690465287.05,11580108.72,3993296.66,2,1.02,heavy
3057,3568291114.6,1326595.78,248781.04,2,1.88,medium
3058,1449868913.27,3752186.92,756368.45,0,0.58,medium
3059,4622243073.93,326389.91,69151.9,2,0.66,medium
3060,3938603151.46,517212.04,88496.98,2,0.75,medium
3061,35691101.34,5356.36,577.37,1,0.37,light
3062,29394189.81,18545.91,2069.28,1,0.24,light
3063,5064936901.77,4062362.97,656876.36,2,1.54,medium
3064,64163752.37,62710.17,7754.93,1,0.33,light
3065,54930000.87,17074.1,2037.61,2,0.36,light
3066,4181968251.01,1514554.08,263035.8,1,0.51,medium
3067,16493087125.86,22453331.14,6578912.13,1,1.48,heavy
3068,20036325562.12,39355474.58,14659283.95,0,2.8,heavy
3069,13750631317.9,18216712.27,5015744.01,2,3.01,heavy
3070,1587836163.2,439698.06,92038.52,1,1.91,medium
3071,19975195465.23,20476950.29,6260747.0,1,2.67,heavy
3072,20558897828.22,52306419.71,11729389.5,1,1.45,heavy
3073,6372229771.59,20184061.95,5294606.17,1,2.61,heavy
3074,22522322.04,20578.55,1851.04,1,0.1,light
3075,87448157.05,42305.25,4253.16,1,0.13,light
3076,6725272197.86,15865204.65,5809485.15,2,2.01,heavy
3077,18000473119.15,27133475.02,6586302.13,2,3.48,heavy
3078,65474964.99,58168.16,5988.79,1,0.46,light
3079,327967823.4,2489122.67,649838.41,2,1.23,medium
3080,7982659082.08,19533050.59,5701447.5,0,4.33,heavy
3081,8219767.46,74870.76,7442.82,1,0.39,light
3082,50335102.38,96257.04,9711.44,0,0.24,light
3083,97592570.44,62340.63,5535.45,0,0.5,light
3084,3310042336.34,2976808.01,578916.95,1,1.33,medium
3085,11824071419.21,14490453.72,3919606.8,1,3.68,heavy
3086,2049887541.41,219975.03,45815.14,2,0.56,medium
3087,92936701.39,70896.42,6340.41,1,0.34,light
3088,41046398.77,60695.28,5322.89,0,0.18,light
3089,1788916819.06,3689591.59,988567.51,2,0.5,medium
3090,97341333.57,88520.49,9796.81,1,0.34,light
3091,2212246677.36,2795857.42,591243.32,1,1.65,medium
3092,95662146.14,34861.4,3559.55,2,0.32,light
3093,4230445972.22,2680134.37,533356.36,1,1.77,medium
3094,7066508.53,31612.3,3374.32,1,0.38,light
3095,11886586.54,63752.82,5916.4,1,0.37,light
3096,9992826159.28,19169485.69,6219748.58,2,2.34,heavy
3097,91980138.56,96879.37,8207.85,1,0.27,light
3098,2539461927.48,4491802.05,805176.15,2,1.83,medium
3099,55243628.04,15215.5,1291.59,0,0.42,light
3100,80554088.83,34683.13,3819.61,1,0.4,light
3101,4059996796.89,468930.11,77077.35,2,1.92,medium
3102,89888278.95,7333.89,663.35,2,0.18,light
3103,13720756378.11,24425474.47,8386829.27,1,2.73,heavy
3104,1373723987.95,3768216.42,703770.31,2,1.3,medium
3105,1443705294.47,4764753.77,994387.81,2,1.88,medium
3106,77639414.09,3056.84,287.19,0,0.31,light
3107,11531882462.36,25586714.0,8358750.81,1,4.04,heavy
3108,4714507011.55,157666.48,30952.67,2,0.92,medium
3109,3919344117.82,1700986.85,261915.9,0,1.04,medium
3110,38800797.39,7248.95,827.15,0,0.15,light
3111,3006051004.79,696475.51,155005.52,2,2.0,medium
3112,4405785392.62,2120845.7,525488.41,2,0.7,medium
3113,15831726908.98,42800193.69,13841996.97,2,4.76,heavy
3114,75293361.08,49620.55,4879.88,1,0.25,light
3115,8094820.49,78504.13,8480.98,0,0.49,light
3116,903042598.2,1408041.73,303290.32,0,1.04,medium
3117,11880336317.13,26395257.79,8752324.46,2,4.16,heavy
3118,2979442098.08,3617084.99,627889.24,2,1.49,medium
3119,60887379.02,74839.79,7591.65,1,0.23,light
3120,3498938137.16,2962439.77,543603.81,2,1.58,medium
3121,2932736706.86,3497386.94,783386.96,1,1.51,medium
3122,2756861207.19,4646687.43,901533.97,0,1.97,medium
3123,1783526276.87,2432968.22,483753.15,1,1.53,medium
3124,1586897110.29,1234064.66,235951.77,1,1.64,medium
3125,71477003.36,74502.55,6805.29,1,0.3,light
3126,16720081413.16,36885047.37,12388187.23,1,4.89,heavy
3127,2451555175.2,755425.1,176176.71,2,0.53,medium
3128,421925080.28,710327.24,128503.77,1,1.53,medium
3129,4303847983.5,1448193.64,344788.74,0,1.54,medium
3130,50472827.92,28166.88,2627.55,2,0.15,light
3131,352711142.24,1263275.06,276852.47,1,0.67,medium
3132,3746941793.13,1180759.41,224669.83,1,0.57,medium
3133,244288751.05,1424529.67,257416.17,1,1.13,medium
3134,15272368165.14,15071536.95,5911258.72,2,4.02,heavy
3135,1273634027.79,5340911.73,1118196.74,1,1.39,medium
3136,26998181.55,77651.14,7920.75,1,0.21,light
3137,18964473.39,10873.88,1076.7,2,0.2,light
3138,3385397954.57,3752849.02,730727.94,2,0.75,medium
3139,395990875.5,1213982.43,252068.02,2,0.91,medium
3140,4202658365.9,2258985.19,360961.54,2,1.95,medium
3141,6062569599.64,35160791.59,8165449.69,1,4.29,heavy
3142,16144980426.5,47702916.11,14860541.95,0,1.05,heavy
3143,21927465.06,74923.16,7641.26,0,0.13,light
3144,41804044.1,87252.04,9391.41,2,0.4,light
3145,15009536.56,80333.11,6750.17,2,0.14,light
3146,15838120273.43,20332517.5,6021723.88,2,3.81,heavy
3147,21327071.73,70848.49,9435.83,1,0.49,light
3148,38682648.32,58886.91,4579.13,1,0.43,light
3149,1040689934.55,1095637.53,234973.28,1,1.74,medium
3150,3588714165.89,3451024.68,731029.69,1,1.28,medium
3151,348627780.25,2698595.37,574077.27,0,1.53,medium
3152,9953651459.09,42105340.71,13688056.25,2,2.43,heavy
3153,2506895473.68,1358221.88,343586.78,1,0.9,medium
3154,87722840.11,5703.97,472.94,1,0.45,light
3155,13456175.74,75824.55,7733.64,2,0.42,light
3156,3997872623.08,2903415.55,615552.79,2,1.48,medium
3157,3389571.82,82325.71,6451.88,0,0.24,light
3158,2390019284.42,588438.68,100077.63,1,1.99,medium
3159,58962619.98,26911.35,2281.26,1,0.26,light
3160,575877291.63,2374412.62,441947.18,2,1.66,medium
3161,1265768486.75,3439796.03,744294.72,1,0.87,medium
3162,20848036137.24,46516822.96,14731753.65,2,1.62,heavy
3163,13236168911.76,46925366.44,14879395.99,2,2.34,heavy
3164,1716303923.69,3295575.26,749546.05,2,1.81,medium
3165,2485290025.83,4038032.97,889053.77,2,1.7,medium
3166,4661671910.33,4566914.55,879165.43,0,0.82,medium
3167,664858376.88,2065046.22,431250.81,2,0.91,medium
3168,9268659366.97,44035862.95,11949518.82,2,1.32,heavy
3169,649831260.7,185725.24,26633.9,1,1.8,medium
3170,12864894279.66,37202248.9,12060159.36,1,2.43,heavy
3171,90484697.06,42161.65,4947.57,1,0.29,light
3172,3495677112.9,1217257.33,237347.11,2,1.99,medium
3173,40857532.33,105213.57,9288.87,1,0.33,light
3174,148701976.03,2009000.5,370756.84,2,0.6,medium
3175,5453405259.14,2884082.37,608815.57,1,1.68,medium
3176,16402385912.46,7558534.18,2845756.43,2,1.45,heavy
3177,14698876993.85,7234717.33,2396915.73,0,4.24,heavy
3178,78054039.45,47016.6,5054.46,2,0.14,light
3179,5191475875.18,4392032.59,1073130.64,1,0.58,medium
3180,67657429.46,98014.21,10851.99,2,0.38,light
3181,100813747.47,416909.11,72699.45,0,1.48,medium
3182,13252817.49,60535.21,6250.66,1,0.17,light
3183,42951403.76,5007.82,434.39,0,0.23,light
3184,65621073.46,88363.71,7229.53,1,0.42,light
3185,19439056351.54,31175968.09,7023609.83,2,1.01,heavy
3186,4683995770.37,47423411.77,16131556.06,1,1.88,heavy
3187,2253121766.46,3176847.9,725621.72,2,0.99,medium
3188,3175709053.15,2881365.53,528745.3,1,0.95,medium
3189,10708692032.88,31929561.71,10683838.7,1,1.71,heavy
3190,12626983.48,77772.51,6918.23,1,0.49,light
3191,1554418997.78,349838.94,73213.6,1,1.1,medium
3192,18559611.68,32014.87,3770.59,2,0.46,light
3193,77432750.64,89839.38,9353.01,2,0.28,light
3194,46328239.2,51902.83,5782.63,2,0.46,light
3195,3101181790.82,4928168.88,876377.06,1,1.72,medium
3196,9416432473.89,9840897.07,2527993.87,1,3.32,heavy
3197,44065346.91,8568.74,686.1,1,0.45,light
3198,73881527.18,51985.21,4081.65,2,0.49,light
3199,2062976684.16,1537104.39,301492.9,1,1.08,medium
3200,37114000.33,53155.68,7632.79,2,0.46,light
3201,85027039.69,104938.21,10815.46,2,0.16,light
3202,11787638.3,35197.4,3879.74,2,0.5,light
3203,72238388.16,43862.31,4834.57,1,0.42,light
3204,19831513.21,70018.42,7958.61,0,0.32,light
3205,5009447765.74,3692504.07,779348.07,2,0.57,medium
3206,1460166227.99,3814387.08,984665.88,2,1.11,medium
3207,2384856289.77,5030313.87,901566.31,2,1.4,medium
3208,4099148782.08,255947.15,43260.7,0,0.57,medium
3209,27254026.32,25172.91,2970.31,0,0.12,light
3210,3294751273.1,5119016.02,1178860.7,1,1.08,medium
3211,91280578.52,41928.93,4187.89,1,0.27,light
3212,15226567359.57,41012646.43,13737853.7,2,2.02,heavy
3213,49345671.01,29791.67,3253.46,1,0.13,light
3214,59020550.5,24306.83,2678.93,1,0.3,light
3215,3117082895.54,536194.9,87305.86,1,0.83,medium
3216,4187019521.98,4896105.27,736042.66,1,0.54,medium
3217,92329620.84,70252.54,5253.95,1,0.48,light
3218,96770392.57,48469.75,4795.36,2,0.21,light
3219,36371913.82,27935.81,3046.38,1,0.19,light
3220,3843567517.82,1896744.48,432190.26,1,1.68,medium
3221,4649788425.59,4013575.97,903209.56,1,1.79,medium
3222,728371523.31,2454165.53,601074.94,1,1.46,medium
3223,4658221359.05,448593.56,85909.89,1,1.43,medium
3224,2385822099.86,4912123.9,1020171.23,1,0.91,medium
3225,56251486.08,73486.74,6355.66,1,0.34,light
3226,11963723910.21,39643952.25,12026695.12,1,4.2,heavy
3227,993696314.93,260077.35,50941.69,2,0.89,medium
3228,4607702103.93,3801914.93,792771.38,2,1.85,medium
3229,27146345.84,3011.18,272.53,1,0.23,light
3230,1492083302.26,844801.16,155037.28,1,0.91,medium
3231,46689051.88,96297.95,8692.52,0,0.28,light
3232,2548421291.14,5018220.36,971639.2,1,1.95,medium
3233,89119976.38,68829.78,6105.73,2,0.38,light
3234,48237573.11,25200.95,2310.39,1,0.16,light
3235,734013506.1,2881187.17,689533.84,1,1.73,medium
3236,87807133.15,33236.79,3211.58,1,0.17,light
3237,14266747831.52,11087582.98,3343913.94,2,1.47,heavy
3238,2582089258.48,4338884.51,1055475.57,0,1.72,medium
3239,4363456919.4,4375508.2,892890.33,0,1.68,medium
3240,3987091083.48,3887800.93,775635.91,2,1.18,medium
3241,84076438.03,62554.33,7020.59,1,0.46,light
3242,79948462.24,71500.99,6621.03,0,0.11,light
3243,3811929125.22,3189264.9,710958.22,1,1.28,medium
3244,1731058697.9,3274037.79,619518.01,1,0.85,medium
3245,54675908.18,57263.87,4886.37,1,0.46,light
3246,8557864842.36,48618608.01,12277664.83,1,1.06,heavy
3247,1326103860.55,1060436.32,149007.26,1,1.91,medium
3248,27887018.62,1378.18,149.32,1,0.11,light
3249,2620679231.87,1347280.91,232508.67,2,1.91,medium
3250,14463172900.94,26724619.72,7599971.03,1,2.59,heavy
3251,7703854205.69,21011338.85,5848726.31,1,2.87,heavy
3252,648476796.81,4134653.13,765546.93,1,1.66,medium
3253,48130603.62,5695.77,492.16,0,0.12,light
3254,19073492409.33,33912885.64,10608642.94,2,2.89,heavy
3255,83597247.54,54836.85,5966.27,2,0.29,light
3256,3849661349.03,3116213.9,591506.36,0,1.17,medium
3257,2339907897.27,2786767.67,597360.1,2,0.97,medium
3258,922099231.24,4234455.29,690995.22,2,0.78,medium
3259,4103856899.96,3455294.41,662009.76,0,0.51,medium
3260,4639595010.49,2146968.1,364446.45,1,0.74,medium
3261,569840222.98,816016.3,164528.71,2,1.56,medium
3262,4572072015.79,4358202.59,942759.99,1,0.98,medium
3263,16892214364.17,50264611.17,15255517.26,1,2.93,heavy
3264,77804676.95,21284.37,1992.88,1,0.46,light
3265,1912995112.63,3522068.43,695313.74,2,1.9,medium
3266,37948118.57,46421.66,5248.95,1,0.29,light
3267,67840879.9,23990.67,2430.31,2,0.24,light
3268,17637645227.14,16759914.29,5580077.95,1,2.19,heavy
3269,32042015.61,19536.37,2636.16,1,0.43,light
3270,96486562.53,40834.85,4151.38,1,0.43,light
3271,2003083001.87,287569.22,74870.3,2,1.88,medium
3272,6775491951.89,27612750.93,8202327.36,1,2.03,heavy
3273,21196017690.27,11042696.7,2883805.69,1,2.41,heavy
3274,18826975.84,59884.51,5669.98,1,0.12,light
3275,23473516.84,17972.7,2237.43,0,0.13,light
3276,6871784657.12,6274859.38,1791403.39,2,4.03,heavy
3277,877222389.48,3343834.27,590942.63,0,1.98,medium
3278,19085602006.5,31928578.3,6866598.14,2,3.71,heavy
3279,351627426.77,2773622.26,558655.69,1,2.0,medium
3280,61482042.96,6554.12,694.55,1,0.22,light
3281,1762998492.36,2930199.09,522956.53,2,0.51,medium
3282,41682469.0,16167.75,1679.19,1,0.39,light
3283,79960799.22,46322.9,4194.16,1,0.25,light
3284,93810263.98,14539.91,1578.91,2,0.3,light
3285,1934045435.41,2847476.95,593442.44,2,1.21,medium
3286,8640731682.88,34648141.36,8728319.36,2,4.5,heavy
3287,10398088676.6,51712687.15,13975052.21,2,2.55,heavy
3288,41760292.64,55335.49,5628.25,1,0.4,light
3289,66820365.72,18674.13,2188.73,1,0.49,light
3290,78673398.28,68060.19,7478.35,1,0.31,light
3291,5957256171.32,36116139.65,10258442.65,2,4.9,heavy
3292,54560555.59,55841.19,4942.18,1,0.18,light
3293,68594375.75,81293.95,7134.9,2,0.34,light
3294,3671649315.55,533687.2,107373.17,1,1.9,medium
3295,74585430.96,17787.5,1642.64,0,0.33,light
3296,1233794436.96,3736568.28,884286.98,2,1.52,medium
3297,6102136162.33,25148791.66,7498584.22,1,3.38,heavy
3298,1028867966.96,1787958.56,299103.28,2,0.87,medium
3299,37289625.41,58902.74,6854.68,0,0.1,light
3300,70800987.29,100076.77,9840.08,1,0.48,light
3301,92119834.15,53226.85,4701.27,1,0.45,light
3302,453202724.66,1532701.74,321850.47,1,0.67,medium
3303,74934231.49,48914.07,3556.58,0,0.49,light
3304,14478713396.54,36124938.25,10840160.42,2,4.44,heavy
3305,3715064905.92,2927255.98,551147.5,1,0.67,medium
3306,12992953532.83,38703139.55,9370052.22,2,3.19,heavy
3307,14617973475.03,21049561.76,5810102.22,2,1.17,heavy
3308,2253707098.34,1937337.31,328837.87,1,1.86,medium
3309,5725960047.41,42491353.24,9618717.58,2,1.44,heavy
3310,16811712591.43,28192195.7,9592500.1,2,1.03,heavy
3311,16928213012.3,39824339.51,10905849.49,1,1.06,heavy
3312,2361137250.59,4194746.87,927864.19,1,1.79,medium
3313,966336630.49,2971377.43,541924.85,0,1.5,medium
3314,2656637451.78,2422020.49,442642.32,1,1.89,medium
3315,26966382.39,50297.1,4698.46,1,0.32,light
3316,38457437.24,69218.45,6771.04,1,0.3,light
3317,2407227473.75,941310.25,157670.39,2,1.97,medium
3318,2787367684.7,621708.53,135743.9,2,0.7,medium
3319,15764605403.0,17776194.87,4899446.94,1,2.53,heavy
3320,36794721.44,19495.75,1457.6,1,0.13,light
3321,4542218076.54,3910097.69,931232.51,1,1.5,medium
3322,45955609.43,41157.86,4834.26,1,0.18,light
3323,17352794823.59,42689860.25,11388997.29,2,1.1,heavy
3324,23365879.28,103258.05,10594.72,1,0.47,light
3325,17102882424.73,21702548.8,5899661.05,2,2.61,heavy
3326,1781799246.88,1495074.39,268488.98,0,1.23,medium
3327,33206907.91,7809.05,910.32,2,0.29,light
3328,8007112131.51,5576939.22,1663595.25,2,1.92,heavy
3329,3222484397.8,1710316.49,305578.4,1,1.43,medium
3330,2708465107.73,2494635.86,541007.09,2,1.04,medium
3331,7874686327.61,34880063.63,11739729.16,1,3.9,heavy
3332,17187905.08,93207.7,6879.15,2,0.2,light
3333,56584444.85,52841.51,6000.06,1,0.21,light
3334,8045984621.73,34356110.51,11278233.48,2,1.52,heavy
3335,2068645821.56,2547911.31,380695.34,2,1.21,medium
3336,1337922289.2,1598549.37,244851.75,1,0.74,medium
3337,8868521030.22,7194205.19,2237850.59,2,1.37,heavy
3338,105774928.39,18737.97,1994.28,1,0.17,light
3339,23844103.51,34240.43,3259.83,1,0.25,light
3340,3018204854.07,1591254.16,277326.54,1,0.72,medium
3341,3076764092.52,1407149.56,318897.25,1,0.93,medium
3342,66508823.14,18284.24,1839.04,1,0.2,light
3343,602986180.23,4652500.47,921807.47,2,1.46,medium
3344,1016789082.7,2914699.9,622931.73,1,0.88,medium
3345,13232745799.63,27277022.92,7759692.44,2,3.28,heavy
3346,49798685.47,76602.51,7012.93,2,0.36,light
3347,87851172.14,20007.84,1864.51,1,0.24,light
3348,31455289.86,22423.36,1836.54,1,0.14,light
3349,1184921548.63,2300245.97,469476.63,2,1.08,medium
3350,4302266729.59,456049.65,75027.87,1,1.14,medium
3351,248761985.56,4151195.23,907968.93,1,1.62,medium
3352,853299871.97,3906945.98,687895.32,2,1.4,medium
3353,10466822608.66,46689296.76,11328901.73,1,3.33,heavy
3354,15511568.27,92903.87,9047.67,0,0.46,light
3355,974223335.6,5078435.57,1001858.59,1,1.99,medium
3356,679194415.67,955075.91,179421.13,2,0.9,medium
3357,287408803.68,2584085.16,453473.41,1,1.41,medium
3358,28682491.65,3903.5,339.67,0,0.13,light
3359,15845310742.98,13728502.5,4917841.28,1,4.38,heavy
3360,3058744211.07,949876.33,199775.48,2,1.61,medium
3361,34380295.84,48618.71,4332.36,2,0.46,light
3362,1249851626.69,1778305.78,376490.52,1,1.49,medium
3363,10564977714.28,23171851.23,6944313.63,2,1.4,heavy
3364,3443407034.02,664197.83,94170.05,1,1.77,medium
3365,83190731.25,76237.25,9356.53,1,0.41,light
3366,2171137541.33,188394.5,32893.39,1,0.96,medium
3367,2378455858.13,4147965.27,980205.65,0,0.63,medium
3368,2072247818.62,4506923.86,745725.35,1,0.54,medium
3369,29476863.88,48038.5,5631.06,1,0.19,light
3370,27405965.53,26798.99,2916.45,1,0.48,light
3371,2026428790.47,3699234.61,618069.34,2,1.19,medium
3372,15729038829.69,38252243.94,11170092.07,2,1.62,heavy
3373,4222247193.2,2565135.15,512025.23,1,1.39,medium
3374,35840010.8,18251.68,1557.32,1,0.4,light
3375,74751836.71,94348.89,9927.81,0,0.41,light
3376,4772200197.4,2730201.97,464186.63,0,0.84,medium
3377,5446135128.92,15602416.95,4266974.63,2,1.33,heavy
3378,1736492202.43,4189998.44,861777.66,2,1.01,medium
3379,16509107733.05,20264766.56,5824066.18,1,2.14,heavy
3380,874355708.98,1360907.44,281665.98,1,1.1,medium
3381,409783613.07,2962843.63,594576.58,1,0.72,medium
3382,12931376183.1,46217302.46,12344884.56,2,1.16,heavy
3383,10036183.64,93919.34,7992.21,2,0.18,light
3384,50136767.12,40309.55,3418.77,1,0.22,light
3385,3339027604.93,3453664.15,654141.75,2,0.63,medium
3386,7706873679.29,47930946.66,10990643.69,1,2.66,heavy
3387,5130984684.76,3840816.46,751157.51,2,1.01,medium
3388,28200484.42,60028.32,5484.18,1,0.49,light
3389,1230060973.79,1901427.2,412582.04,1,1.85,medium
3390,1801944082.22,1188980.05,211480.36,2,1.63,medium
3391,18744668784.46,13731977.03,4809951.32,2,2.25,heavy
3392,4046606.22,2944.13,306.27,0,0.16,light
3393,3842483333.15,1659650.23,372567.67,2,0.95,medium
3394,4888714203.36,4309814.0,813491.39,1,1.98,medium
3395,66974025.37,82634.45,8335.01,1,0.17,light
3396,12894150211.67,13752926.31,3282191.98,0,1.92,heavy
3397,20409329.73,51294.87,3995.46,1,0.17,light
3398,85929660.42,60813.91,7510.83,1,0.48,light
3399,2015345359.65,3517388.92,815809.25,0,1.56,medium
3400,62568036.11,30532.92,2501.33,1,0.23,light
3401,487728715.27,1925046.22,352521.25,1,1.81,medium
3402,1879470258.71,1349436.74,324528.34,2,1.25,medium
3403,17286275523.94,10868647.4,3595705.11,2,4.76,heavy
3404,39736014.6,15192.68,1452.76,1,0.12,light
3405,85203312.85,31619.32,2508.04,1,0.38,light
3406,81769649.5,5505.07,480.04,1,0.19,light
3407,6668684639.28,33523932.44,8700310.5,2,2.4,heavy
3408,60235236.1,72924.98,7656.76,1,0.18,light
3409,67974807.24,54609.94,5948.78,2,0.37,light
3410,54746832.26,36660.86,3558.71,0,0.23,light
3411,40490076.22,61306.85,5522.27,1,0.12,light
3412,26848310.52,59353.76,6510.67,2,0.23,light
3413,1268868541.62,3232986.29,576348.16,1,0.7,medium
3414,10897259056.11,31859993.1,8125015.38,1,4.8,heavy
3415,86071832.83,90260.76,9184.73,1,0.45,light
3416,2657840851.43,4091235.28,824977.02,2,1.61,medium
3417,10978619243.1,29926975.47,6280203.61,2,2.55,heavy
3418,38531872.51,52622.07,4514.36,1,0.19,light
3419,54423760.93,73658.79,5881.2,1,0.18,light
3420,50983767.02,44542.08,4019.67,1,0.11,light
3421,38245651.96,42334.37,3765.64,0,0.27,light
3422,36701662.14,44268.11,4019.56,1,0.17,light
3423,84044748.35,87557.13,9039.0,1,0.19,light
3424,78427766.99,30794.09,3342.55,1,0.22,light
3425,1561938712.63,3459447.87,646236.54,1,1.12,medium
3426,2436128.0,25905.05,3111.5,0,0.44,light
3427,1657987321.64,3645945.72,710239.44,1,0.6,medium
3428,4016023689.01,3568687.77,612002.76,2,1.25,medium
3429,83593839.24,23603.89,1994.24,1,0.19,light
3430,18642543.39,7925.17,671.9,1,0.44,light
3431,21327274.57,75406.87,6502.38,1,0.37,light
3432,7716646520.47,19983596.45,6233115.55,2,3.67,heavy
3433,3688203421.84,660392.38,158553.91,2,1.0,medium
3434,5697697.84,81713.83,8919.74,1,0.25,light
3435,8180149.13,67472.79,7873.68,1,0.21,light
3436,6093077384.21,22676980.64,7631534.86,2,3.02,heavy
3437,89218774.36,8433.42,669.15,1,0.28,light
3438,72981037.43,45513.6,4253.71,1,0.24,light
3439,72821496.66,84054.43,7801.39,2,0.36,light
3440,16404750625.14,47531137.28,14984040.54,2,3.25,heavy
3441,4541179639.77,4016330.3,877948.02,1,1.22,medium
3442,3520536853.52,1334849.94,280734.39,2,1.01,medium
3443,88837231.71,69580.39,7251.53,0,0.25,light
3444,8225131207.99,51943937.88,15391269.67,2,3.96,heavy
3445,69634534.39,40047.64,2847.17,0,0.41,light
3446,39144910.56,57025.52,5793.68,1,0.11,light
3447,2439576146.62,107901.68,17899.59,2,1.85,medium
3448,2749961943.98,5056078.54,803743.64,2,1.37,medium
3449,1241806154.89,903663.4,159946.1,2,0.84,medium
3450,2015358685.94,2094689.62,356882.4,2,1.37,medium
3451,9868127020.09,37404140.09,13379881.07,2,3.36,heavy
3452,15571943496.58,15309698.62,4159131.14,2,3.9,heavy
3453,26345327.0,44534.97,4624.83,1,0.4,light
3454,49226036.6,46642.42,5625.63,0,0.16,light
3455,80204753.83,42891.6,4491.02,0,0.21,light
3456,4059331.14,30922.32,2643.94,0,0.14,light
3457,17388650899.33,43276254.04,10375458.27,0,4.67,heavy
3458,47980429.9,49576.13,5921.66,1,0.28,light
3459,12781196251.59,14486128.5,4702162.21,2,4.28,heavy
3460,559732255.87,590664.05,116820.26,2,1.07,medium
3461,98916091.13,37161.11,2946.9,1,0.35,light
3462,419373620.73,503327.42,127795.92,2,0.79,medium
3463,13844254486.86,12775292.85,4041441.09,1,1.73,heavy
3464,3014426891.67,3632194.49,643695.88,2,0.87,medium
3465,2558038281.42,4297842.39,757870.98,2,1.75,medium
3466,4057560841.36,3962135.05,995151.56,2,1.75,medium
3467,5020050483.84,2527935.1,521317.86,1,1.5,medium
3468,20964003.86,25550.28,2624.43,1,0.18,light
3469,1833470.29,37911.41,3582.71,1,0.45,light
3470,521962655.39,1699122.36,274787.33,2,0.66,medium
3471,48656522.17,48024.56,5491.43,1,0.34,light
3472,52436458.61,66812.9,7412.95,2,0.12,light
3473,1561265556.8,2326128.15,329710.18,1,1.63,medium
3474,43561501.01,36632.81,3899.99,1,0.34,light
3475,62440132.58,17973.2,1728.87,1,0.29,light
3476,40463650.86,93955.44,10780.36,0,0.4,light
3477,38531106.97,72658.24,9414.01,1,0.42,light
3478,8957952326.98,34513996.57,11967748.12,2,3.29,heavy
3479,94430329.79,72601.21,6084.87,0,0.39,light
3480,95137057.68,8632.01,752.26,1,0.27,light
3481,10538375941.83,46022573.85,17323783.17,0,3.43,heavy
3482,4298408725.02,1196547.67,229224.86,2,0.77,medium
3483,9057848447.08,35500143.53,11532788.56,2,2.51,heavy
3484,61366658.69,24935.43,2557.14,2,0.16,light
3485,1801878113.88,4091446.75,774741.59,1,1.3,medium
3486,13625172342.42,45220926.59,10331760.21,1,2.08,heavy
3487,6602617324.24,10328908.33,3263562.97,2,4.09,heavy
3488,2070588046.99,5108144.34,1219003.64,1,1.13,medium
3489,3180252425.3,231819.55,49735.69,1,1.99,medium
3490,3241372769.42,2171765.44,333387.08,2,0.78,medium
3491,14834767941.91,16646688.7,5874215.51,2,1.7,heavy
3492,14656296415.28,44719019.55,15674333.07,2,1.74,heavy
3493,568907061.89,2386963.35,469228.89,1,0.6,medium
3494,57629051.74,89501.02,7813.26,1,0.1,light
3495,21807343.21,98366.65,8274.78,1,0.18,light
3496,90534566.36,62210.91,6438.05,2,0.24,light
3497,69754605.81,66092.59,5144.22,0,0.4,light
3498,2634597395.83,4442304.65,872511.7,1,1.44,medium
3499,2854107436.51,4417672.8,831743.25,1,1.36,medium
3500,2856480759.52,3098958.21,590173.41,1,1.81,medium
3501,9084357222.74,47388395.22,11097696.95,0,2.88,heavy
3502,70219282.35,25909.04,2055.17,2,0.22,light
3503,20118961907.82,26130999.84,8736510.9,2,2.73,heavy
3504,1297923010.89,4585419.15,797338.37,2,0.59,medium
3505,3760095129.18,2133970.82,483553.63,2,1.29,medium
3506,4116444105.33,2525031.81,546116.88,2,1.89,medium
3507,35324088.14,69512.81,6746.43,0,0.22,light
3508,3807205415.11,3390896.66,811294.05,2,0.77,medium
3509,198440800.0,624266.99,119236.86,2,0.8,medium
3510,3278359281.46,4367629.8,761347.09,1,0.61,medium
3511,2572208596.71,1524136.02,319218.16,2,1.77,medium
3512,4450150157.99,4424661.66,870627.79,2,1.66,medium
3513,88040932.44,2506.66,202.66,0,0.47,light
3514,2103444131.56,840631.03,194581.04,0,1.02,medium
